remume_versao;codigo_identificacao;descricao_original;principio_ativo;concentracao;forma_farmaceutica;apresentacao;local_dispensacao;restricao;via_administracao;situacao
23/09/2026;MAC-290408;Paracetamol 500mg comprimido;Paracetamol;500mg;comprimido;;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-F3BA17;Pentoxifilina 400 mg comprimido;Pentoxifilina;400 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-D4C392;Pentoxifilina 400mg comprimido revestido;Pentoxifilina;400mg;comprimido revestido;;HPM;;oral;ativo
23/09/2026;MAC-6A4BDC;Permetrina 10mg/ml (1%) loção tópica frasco 60ml;Permetrina;10mg/ml (1%);loção;frasco 60ml;HPM, UBS, IST, FM, Dispensário;;tópica;ativo
23/09/2026;MAC-3FC188;Permetrina 50mg/ml (5%) loção cremosa frasco 60ml;Permetrina;50mg/ml (5%);loção;frasco 60ml;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;tópica;ativo
23/09/2026;MAC-28A24B;Petidina, cloridrato 50mg/ml solução injetável ampola 2ml (port.nº 344/98 Lista A1);Petidina, cloridrato;50mg/ml;solução injetável;ampola 2ml;HPM, HPMS;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;MAC-CB93A0;Piperacilina 4,0g + Tazobactam sódico 0,5G (4,5G) pó liof para solução injetável;Piperacilina;4,0g;pó;;EMERG, HPM, HPMS;;;ativo
23/09/2026;MAC-EF51A2;Pirazinamida 150 mg comprimido dispersível;Pirazinamida;150 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-5450D3;Pirazinamida 500 mg comprimido;Pirazinamida;500 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-86889E;Piridoxina 50 mg comprimido;Piridoxina;50 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-601E18;Pirimetamina 25mg comprimido;Pirimetamina;25mg;comprimido;;HPM, HPMS, EMERG, IST, FMC;;oral;ativo
23/09/2026;MAC-7BDAFD;Plantago (Plantago ovata Forssk.) Pó Para Dispersão Oral Envelope (5 A 6 G);Plantago (Plantago ovata Forssk.);6 G;pó;Envelope;FM;;;ativo
23/09/2026;MAC-C2F121;Policresuleno 360 mg/ml - solução tópica ginecológica 12ml;Policresuleno;360 mg/ml;solução tópica;;CEM;;tópica;ativo
23/09/2026;MAC-E40175;Poliestirenossulfonato De Cálcio 900 mg/g pó oral envelope 30g;Poliestirenossulfonato De Cálcio;900 mg/g;pó;envelope 30g;HPM, HPMS, EMERG;;;ativo
23/09/2026;MAC-276B5A;Polimixina B, sulfato 500.000 Ui pó liofilizado para solução injetável frasco ampola;Polimixina B, sulfato;500.000 Ui;pó liofilizado para solução injetável;frasco ampola;HPM;;injetável;ativo
23/09/2026;MAC-CBB61E;Polivitamínicos Com Sais Minerais comprimido revestido ou cápsula gelatinosa;Polivitamínicos Com Sais Minerais;;comprimido revestido;;HPM, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-AF18F6;Polivitamínicos Com Sais Minerais solução oral frasco 100ml;Polivitamínicos Com Sais Minerais;100ml;solução oral;frasco 100ml;HPM, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-F06983;Polivitamínicos Sem Minerais solução injetável ampola 10ml;Polivitamínicos Sem Minerais;10ml;solução injetável;ampola 10ml;HPM;;injetável;ativo
23/09/2026;MAC-3D72BE;Prednisolona, fosfato sódico 4,02mg/ml (equivale a 3mg/ml de prednisolona) solução oral frasco 60ml + copo medida;Prednisolona, fosfato sódico;4,02mg/ml;solução oral;frasco 60ml;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-92710A;Prednisona 20mg comprimido;Prednisona;20mg;comprimido;;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-2CB347;Prednisona 5mg comprimido;Prednisona;5mg;comprimido;;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-691F6D;Primaquina 15 mg comprimido;Primaquina;15 mg;comprimido;;HPM;;oral;ativo
23/09/2026;MAC-17A736;Primaquina 5 mg comprimido;Primaquina;5 mg;comprimido;;HPM;;oral;ativo
23/09/2026;MAC-E65755;Progesterona Natural Micronizada 100mg cápsula gelatinosa mole;Progesterona Natural Micronizada;100mg;cápsula;;HPM;;oral;ativo
23/09/2026;MAC-348D54;Prometazina, cloridrato 25 mg comprimido revestido;Prometazina, cloridrato;25 mg;comprimido revestido;;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-43A8EA;Prometazina, cloridrato 25mg/ml solução injetável ampola 2ml;Prometazina, cloridrato;25mg/ml;solução injetável;ampola 2ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-652134;Propofol 10mg/ml emulsão injetável amp ou frasco ampola 20ml (port.nº 344/98 Lista C1);Propofol;10mg/ml;emulsão injetável;frasco ampola 20ml;HPM, HPMS, CEM;;injetável;ativo
23/09/2026;MAC-610C5A;Propranolol, cloridrato 10mg comprimido;Propranolol, cloridrato;10mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-53DEB2;Propranolol, cloridrato 40mg comprimido;Propranolol, cloridrato;40mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-A8FEB5;Protamina, cloridrato 10mg/ml solução injetável ampola 5ml;Protamina, cloridrato;10mg/ml;solução injetável;ampola 5ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-846EBC;Raltegravir (RAL) 100mg, comprimido mastigável;Raltegravir (RAL);100mg;comprimido mastigável;;IST;;oral;ativo
23/09/2026;MAC-EE2898;Raltegravir (RAL) 400mg, comprimido revestido;Raltegravir (RAL);400mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-C6E12B;Raltegravir (RAL) Granulado 100mg;Raltegravir (RAL);100mg;granulado;;IST;;oral;ativo
23/09/2026;MAC-B09175;Ribavirina 250 mg comprimido;Ribavirina;250 mg;comprimido;;FMC;;oral;ativo
23/09/2026;MAC-C344E5;Rifabutina 150 mg comprimido;Rifabutina;150 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-0DCAB4;Rifampicina + Isoniazida + Pirazinamida + Etambutol 150 mg + 75 mg + 400 + 275 mg comprimido;Rifampicina + Isoniazida + Pirazinamida + Etambutol;150 mg + 75 mg;comprimido;;HPM, HPMS, EMERG, PROG.CESAF;;oral;ativo
23/09/2026;MAC-9326B7;Rifampicina + Isoniazida + Pirazinamida 75 mg + 50 mg +150 mg comprimido dispersível;Rifampicina + Isoniazida + Pirazinamida;75 mg + 50 mg +150 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-A3CC2E;Rifampicina + Isoniazida 75 mg + 50 mg comprimido dispersível;Rifampicina + Isoniazida;75 mg + 50 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-51DE91;Rifampicina 20 mg/ml suspensão oral;Rifampicina;20 mg/ml;suspensão oral;;HPM, PROG.CESAF;;oral;ativo
23/09/2026;MAC-7E5214;Rifampicina 300 mg cápsula;Rifampicina;300 mg;cápsula;;HPM, PROG.CESAF;;oral;ativo
23/09/2026;MAC-B6C05D;Rifampicina comprimido + Isoniazida 150 mg + 75 mg;Rifampicina;150 mg + 75 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-6E4F68;Rifampicina comprimido + Isoniazida 300 mg + 150mg;Rifampicina;300 mg + 150mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-5F1BF0;Rifapentina 150 mg comprimido;Rifapentina;150 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-64CE42;Risperidona 1mg comprimido revestido (Portaria nº344/98 - Lista C1);Risperidona;1mg;comprimido revestido;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-4A2CAD;Risperidona 1mg/ml solução oral frasco 30ml (port.nº 344/98 Lista C1);Risperidona;1mg/ml;solução oral;frasco 30ml;FM;;oral;ativo
23/09/2026;MAC-76A7DC;Ritonavir (RTV) 100mg Pó Suspensão Oral;Ritonavir (RTV);100mg;pó;;IST;;;ativo
23/09/2026;MAC-597DF3;Ritonavir (RTV) 100mg, comprimido revestido;Ritonavir (RTV);100mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-836D5E;Rivaroxabana 10mg comprimido;Rivaroxabana;10mg;comprimido;;HPM;;oral;ativo
23/09/2026;MAC-F66A68;Rivaroxabana 15mg comprimido;Rivaroxabana;15mg;comprimido;;HPM;;oral;ativo
23/09/2026;MAC-3262A8;Rivaroxabana 20mg comprimido;Rivaroxabana;20mg;comprimido;;HPM;;oral;ativo
23/09/2026;MAC-353496;Rocurônio, brometo 10 mg/ml solução injetável frasco ampola 5 ml;Rocurônio, brometo;10 mg/ml;solução injetável;frasco ampola 5 ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-A141A5;Ropivacaína , cloridrato 10mg/ml solução injetável ampola 20ml;Ropivacaína , cloridrato;10mg/ml;solução injetável;ampola 20ml;HPM, HPMS;;injetável;ativo
23/09/2026;MAC-A8817C;Sacarato De Hidróxido Férrico 20 mg/ml solução injetável (IV/EV) ampola 5ml;Sacarato De Hidróxido Férrico;20 mg/ml;solução injetável;ampola 5ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-846720;Saccharomyces gel.dura Boulardii 17 100mg cápsulas;Saccharomyces;100mg;gel;;HPM, HPMS, EMERG;;tópica;ativo
23/09/2026;MAC-B57CA7;Saccharomyces sachê 1g Boulardii 17 200mg pó oral;Saccharomyces sachê;1g;pó;sachê 1g;HPM, HPMS, EMERG;;;ativo
23/09/2026;MAC-93E2BC;Sachê oral Polimixina B, sulfato 10.000 UI/ml + Neomicina, sulfato 3,5 mg/ml + Fluocinolona acetonida 0,250 mg/ml + Lidocaína, cloridrato 20 mg/ml solução otológica frasco 10ml;Sachê oral Polimixina B, sulfato;10.000 UI/ml;solução otológica;frasco 10ml;Dispensário, FM, HPM, HPMS, IST, UBS;;otológica;ativo
23/09/2026;MAC-EAABEE;"Sais De Reidratação Oral (Citrato de Sódio; Cloreto de Potássio; Cloreto de Sódio; Glicose) pó para solução oral sachê 27,9g";"Sais De Reidratação Oral (Citrato de Sódio; Cloreto de Potássio; Cloreto de Sódio; Glicose)";27,9g;pó para solução oral;sachê 27,9g;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-BF697E;Salbutamol, sulfato 0,5mg/ml solução injetável ampola 1ml;Salbutamol, sulfato;0,5mg/ml;solução injetável;ampola 1ml;HPM;;injetável;ativo
23/09/2026;MAC-36A905;Salbutamol, sulfato 120,5 mcg/dose (equivalente a 100mcg/dose de salbutamol) aerosol oral 200 doses;Salbutamol, sulfato;120,5 mcg/dose;aerosol;;HPM, HPMS, EMERG, UBS, FM, Dispensário, Maleta;;inalatória;ativo
23/09/2026;MAC-4AE4F3;Salicilato De Dietilamônio + Escina 10mg/g+ 50mg/g gel tópico bisnaga 30g;Salicilato De Dietilamônio + Escina;10mg/g + 50mg/g;gel;bisnaga 30g;HPM, HPMS, EMERG;;tópica;ativo
23/09/2026;MAC-25702C;Salmeterol, xinafoato 25mcg/dose + Fluticasona, propionato 250mcg/dose suspensão oral 120 doses + valvula dosadora;Salmeterol, xinafoato;25mcg/dose;suspensão oral;;HPM;;oral;ativo
23/09/2026;MAC-AEE9E5;Secnidazol 1000mg comprimido revestido;Secnidazol;1000mg;comprimido revestido;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-D1848F;Sertralina 50mg comprimido (port.nº 344/98 Lista C1);Sertralina;50mg;comprimido;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-0B52E3;Sevoflurano 1mg/ml solução inalatória frasco 250ml (port.nº 344/98 Lista C1);Sevoflurano;1mg/ml;solução;frasco 250ml;HPM, HPMS;;;ativo
23/09/2026;MAC-94DFEE;Sildenafil, citrato 25mg comprimido revestido;Sildenafil, citrato;25mg;comprimido revestido;;HPM;;oral;ativo
23/09/2026;MAC-9F30DB;Simeticona 15ml 75mg/ml emulsão/suspensão oral frasco;Simeticona;75mg/ml;emulsão;frasco;HPM, HPMS, EMERG, IST, FM, Dispensário;;;ativo
23/09/2026;MAC-1D9CA1;Simeticona 40mg comprimido;Simeticona;40mg;comprimido;;HPM, HPMS, EMERG, CEM, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-37E76D;Sinvastatina 10mg comprimido revestido;Sinvastatina;10mg;comprimido revestido;;FM, Dispensário;;oral;ativo
23/09/2026;MAC-039346;Sinvastatina 20mg comprimido revestido;Sinvastatina;20mg;comprimido revestido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-D28A78;Sinvastatina 40mg comprimido revestido;Sinvastatina;40mg;comprimido revestido;;HPM, HPMS, FM, Dispensário;;oral;ativo
23/09/2026;MAC-33C48A;Sofosbuvir 400 mg + Velpatasvir 100 mg comprimido revestido;Sofosbuvir;400 mg;comprimido revestido;;FMC;;oral;ativo
23/09/2026;MAC-4FD604;Sofosbuvir 400 mg comprimido revestido;Sofosbuvir;400 mg;comprimido revestido;;FMC;;oral;ativo
23/09/2026;MAC-D34269;Solução Fisiológica Nasal 0,9% (cloreto De Sódio 0,9%, 0,009g/ml, 9mg/ml) solução nasal frasco 30ml;Solução Fisiológica Nasal;0,9%;solução nasal;frasco 30ml;HPM, HPMS, IST, FM, Dispensário;;nasal;ativo
23/09/2026;MAC-F6F51F;"Solução Ringer + Lactato (Cloreto de cálcio di-hidratado 6mg/ml; Cloreto de potássio 0,3mg/ml; Cloreto de sódio 0,2mg/ml; Lactato de sódio 3mg/ml) solução injetável frasco plástico sistema fechado 500ml";Solução Ringer + Lactato (Cloreto de cálcio di-hidratado;6mg/ml;solução injetável;frasco;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-EED605;Sorbitol 0,027 g/ml + Manitol 0,0054 g/ml solução para irrigação urológica frasco plástico sistema fechado 1000 Ml (ou 27G/1000ml + 5,4G/1000ML);Sorbitol;0,027 g/ml;solução;frasco;HPM;;;ativo
23/09/2026;MAC-DF74B9;Sorbitol 30 mg/ml solução para irrigação urológica frasco plástico sistema fechado 3000;Sorbitol;30 mg/ml;solução;frasco;HPM;;;ativo
23/09/2026;MAC-54D0B0;Sulfadiazina 500mg comprimido;Sulfadiazina;500mg;comprimido;;HPM, HPMS, EMERG, IST, FMC;;oral;ativo
23/09/2026;MAC-AC6DF4;Sulfadiazina De Prata 10mg/g (1%) creme dermatológico bisnaga 30g;Sulfadiazina De Prata;10mg/g (1%);creme dermatológico;bisnaga 30g;HPM, HPMS, EMERG, CEM, UBS, IST, FM, Dispensário;;tópica;ativo
23/09/2026;MAC-39FF9B;Sulfadiazina De Prata 10mg/g (1%) creme dermatológico pote 400g;Sulfadiazina De Prata;10mg/g (1%);creme dermatológico;pote 400g;HPM;;tópica;ativo
23/09/2026;MAC-9368EF;Sulfametoxazol 40mg/ml + Trimetoprima 8mg/ml suspensão oral frasco 50ml + copo medida;Sulfametoxazol;40mg/ml;suspensão oral;frasco 50ml;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-00A7B8;Sulfametoxazol 80mg/ml + Trimetoprima 16mg/ml solução injetável ampola 5ml;Sulfametoxazol;80mg/ml;solução injetável;ampola 5ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-F053E9;Sulfametoxazol comprimido 400mg + Trimetoprima 80mg;Sulfametoxazol;400mg;comprimido;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-9F62CC;Sulfato De Bário Contraste copo plast.150ml (sulfato De Bário 100% Ou 1G/ML Suspensão Oral copo plástico 150ml);Sulfato De Bário Contraste copo plast.;100%;suspensão oral;;HPM;;oral;ativo
23/09/2026;MAC-BB6808;Sulfato De Magnesio injetável 500mg/ml (50%) solução ampola 10ml;Sulfato De Magnesio;500mg/ml (50%);injetável;ampola 10ml;HPM, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-9F9638;Sulfato De Magnésio injetável 100mg/ml (10%) solução ampola 10ml;Sulfato De Magnésio;100mg/ml (10%);injetável;ampola 10ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-2DCF45;Sulfato Ferroso 25mg/ml de ferro elementar solução oral frasco 30ml;Sulfato Ferroso;25mg/ml;solução oral;frasco 30ml;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-BB90C4;Sulfato Ferroso 40 mg comprimido revestido;Sulfato Ferroso;40 mg;comprimido revestido;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-B43363;"Suplemento De Aminoácidos Para Regime Para Crianças (neonatos Pré- Termos E Termos E Bebês) E Crianças Jovens - Frasco de vidro com quantidades adequadas de carboidratos e gorduras como doadores de energia, vitaminas, eletrólitos e oligoelementos. São todos componentes de ocorrência fisiológica natural. Como os aminoácidos derivados da ingestão e assimilação das proteínas dos alimentos, os aminoácidos administrados por via parenteral entram na reserva do organismo de aminoácidos livres e subsequentemente em todas as reações metabólicas. Administrada exclusivamente pela via intravenosa. Pré fabricada em frasco de vidro pronta para uso. Solução de Nutrição Parenteral pré- fabricadas, pronta para o uso em sistema fechado, estéril e apirogência, contendo solução a cada 100ml com isoleucina 0,500-0,670 g; leucina 0,740-1,00 g; lisina 0,660-1,100g; metionina 0,240-0,430 g ; fenilalanina 0,420-0,510g; treonina 0,370-0,440g; triptofano 0,200 g; valina 0,620-0,760g; arginina 0,840-1,200g; histidina 0,300-0,380g ; alanina 0,800-1,40g; glicina 0,400-1,10g; prolina 0,300-1,120g; serina 0,400-0,650 g; tirosina 0,040- 0,045g; taurina 0,060-1,00g; Água para injetáveis; Concentrações variáveis até 100-250ml. A escolha da administração em veia central. O limite aceito para infusão periférica é de aproximadamente 800 mOsm/L; pH 5,5 – 6,0. Volume final 100- 250ml.";Suplemento De Aminoácidos Para Regime Para Crianças (neonatos Pré- Termos E Termos E Bebês) E Crianças Jovens - Frasco de vidro com quantidades adequadas de carboidratos e gorduras como doadores de energia, vitaminas, eletrólitos e oligoelementos. São;100ml;solução;Frasco;HPM;;injetável;ativo
23/09/2026;MAC-A9A3CC;Suxametônio, ampola cloreto 100mg pó liofilizado frasco;Suxametônio, ampola cloreto;100mg;pó liofilizado;ampola;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-557175;Talidomida 100 mg comprimido;Talidomida;100 mg;comprimido;;FMC;;oral;ativo
23/09/2026;MAC-DB937E;Teicoplanina 200mg pó liofilizado + diluente para solução injetável;Teicoplanina;200mg;pó liofilizado;;EMERG, HPM;;injetável;ativo
23/09/2026;MAC-3563C8;Tenofovir (TDF) 300 mg + Lamivudina (3TC) 300 mg, comprimido;Tenofovir (TDF);300 mg;comprimido;;FMC;;oral;ativo
23/09/2026;MAC-8589DD;Tenofovir (TDF) 300mg + Entricitabina (FTC) 200mg, comprimido revestido;Tenofovir (TDF);300mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-5C808C;Tenofovir (TDF) 300mg + Lamivudina (3TC) 300mg (dfc - 2 Em 1), comprimido revestido;Tenofovir (TDF);300mg;comprimido revestido;;HPM, HPMS, EMERG, IST;;oral;ativo
23/09/2026;MAC-05BF35;Tenofovir (TDF) 300mg + Lamivudina (3TC) 300mg + Efavirenz (EFZ) 600mg (dfc – 3 Em 1), comprimido revestido;Tenofovir (TDF);300mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-F46B4A;Tenofovir (TDF) 300mg, comprimido revestido;Tenofovir (TDF);300mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-1DFB7D;Tenofovir 300 mg comprimido;Tenofovir;300 mg;comprimido;;FMC;;oral;ativo
23/09/2026;MAC-3A97CB;Tenofovir Alafenamida 25 mg comprimido;Tenofovir Alafenamida;25 mg;comprimido;;FMC;;oral;ativo
23/09/2026;MAC-17A4D4;Tenoxicam 20mg pó liofilizado para solução injetável f/a + ampola diluente 2ml;Tenoxicam;20mg;pó liofilizado para solução injetável;ampola;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-0214DD;Tetraciclina, cloridrato 500mg cápsula gelatinosa dura;Tetraciclina, cloridrato;500mg;cápsula;;HPM, HPMS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-774221;Tiamina, cloridrato 300mg comprimido revestido;Tiamina, cloridrato;300mg;comprimido revestido;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-F6C395;TIAMINA,cloridrato 100mg/ml + Piridoxina, cloridrato 100mg/ml + Cianocobalamina 5000 mcg/ml solução injetável ampola volume total 2ml;TIAMINA,cloridrato;100mg/ml;solução injetável;ampola;HPM, EMERG;;injetável;ativo
23/09/2026;MAC-FC632F;Tigeciclina 50mg pó liofilizado frasco ampola;Tigeciclina;50mg;pó liofilizado;frasco ampola;HPM;;injetável;ativo
23/09/2026;MAC-B28791;Timolol, maleato 5mg/ml (0,5%) solução oftálmica frasco 5ml;Timolol, maleato;5mg/ml (0,5%);solução oftálmica;frasco 5ml;IST, FM, Dispensário;;oftálmica;ativo
23/09/2026;MAC-576022;Tiras Reagentes De Medida De Glicemia Capilar, lata c/50;Tiras Reagentes De Medida De Glicemia Capilar, lata c/50;;;;CEM, EMERG, FM, HPM, HPMS, UBS;;;ativo
23/09/2026;MAC-A7A8A9;Tobramicina 3mg/ml solução oftálmica frasco 5ml;Tobramicina;3mg/ml;solução oftálmica;frasco 5ml;HPM;;oftálmica;ativo
23/09/2026;MAC-21C960;Tramadol, cloridrato 50mg cápsula gelatinosa dura (port.nº 344/98 Adendo 3 da Lista A2);Tramadol, cloridrato;50mg;cápsula;;HPM, FM;;oral;ativo
23/09/2026;MAC-D7B505;Tramadol, cloridrato 50mg/ml solução injetável ampola 1ml (port.nº 344/98 Adendo 3 da Lista A2);Tramadol, cloridrato;50mg/ml;solução injetável;ampola 1ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-738B00;Tramadol, cloridrato 50mg/ml solução injetável ampola 2ml (port.nº 344/98 Adendo 3 da Lista A2);Tramadol, cloridrato;50mg/ml;solução injetável;ampola 2ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-96BFA8;Tretinoína 10mg cápsula gelatinosa dura (port.nº 344/98 Lista C2);Tretinoína;10mg;cápsula;;HPM;;oral;ativo
23/09/2026;MAC-5548F9;Tropicamida 5ml 10mg/ml (1% )solução oftálmica frasco;Tropicamida;10mg/ml;solução oftálmica;frasco;HPM, CEM;;oftálmica;ativo
23/09/2026;MAC-9708EA;Tuberculina (PPD) 1,5 m;Tuberculina (PPD) 1,5 m;;;;PROG.CESAF;;;ativo
23/09/2026;MAC-362B98;Unha-de-gato (Uncaria tomentosa (Wild. Ex Roem. & Schukt.) Dc . ) 100mg cápsulas;Unha-de-gato (Uncaria tomentosa (Wild. Ex Roem. & Schukt.) Dc . );100mg;cápsula;;FM;;oral;ativo
23/09/2026;MAC-0A94BD;Valproato De Sódio/ Ácido Valpróico 288mg (equivale a 250mg de ácido valpróico) cápsula ou comprimido revestido (port.nº 344/98 Lista C1);Valproato De Sódio/ Ácido Valpróico;288mg;cápsula;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-EFC617;Valproato De Sódio/ Ácido Valpróico 57,624 mg/ml (equivale a 50mg de ácido valpróico/ml) xarope frasco 100ml + copo medida (port.nº 344/98 Lista C1);Valproato De Sódio/ Ácido Valpróico;57,624 mg/ml;xarope;frasco 100ml;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-D48DBC;Valproato De Sódio/ Ácido Valpróico 576mg (equivale a 500mg de ácido valpróico) cápsula ou comprimido revestido (port.nº 344/98 Lista C1);Valproato De Sódio/ Ácido Valpróico;576mg;cápsula;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-2BA03A;Vancomicina, cloridrato 500mg pó liofilizado para sol.injetável f/a + ampola diluente 10 ml;Vancomicina, cloridrato;500mg;pó liofilizado;ampola;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-08B424;Varfarina sódica 5mg comprimido;Varfarina sódica;5mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-BEFE62;Vasopressina/ Argipressina 20 U/ml solução injetável ampola 1ml;Vasopressina/ Argipressina 20 U/ml;1ml;solução injetável;ampola 1ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-8FB1D6;Verapamil, cloridrato 80 mg comprimido revestido;Verapamil, cloridrato;80 mg;comprimido revestido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-41C916;Vitaminas 2ml do Complexo B solução injetável ampola;Vitaminas;2ml;solução injetável;ampola;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-3F51D0;Vitaminas do Complexo B drágea;Vitaminas do Complexo B;;drágea;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-2C62D4;Zidovudina (AZT) 100mg, cápsula gelatinosa dura;Zidovudina (AZT);100mg;cápsula;;IST;;oral;ativo
23/09/2026;MAC-D36877;Zidovudina (AZT) solução injetável 10mg/ml;Zidovudina (AZT);10mg/ml;solução injetável;;IST;;injetável;ativo
23/09/2026;MAC-EA1FB3;Zidovudina (AZT) Solução Oral 10mg/ml – Frasco Com 100ml;Zidovudina (AZT);10mg/ml;solução oral;Frasco;IST;;oral;ativo
23/09/2026;MAC-E6847F;Zidovudina 300mg + Lamivudina 150mg (AZT+3TC), comprimido revestido;Zidovudina;300mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-891779;Ácido Acetilsalicílico / Aas 100mg comprimido;Ácido Acetilsalicílico / Aas;100mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário, Maleta;;oral;ativo
23/09/2026;MAC-90E95E;Ácido Acético 5% - solução tópica;Ácido Acético;5%;solução tópica;;CEM;;tópica;ativo
23/09/2026;MAC-372B33;Ácido Ascórbico 100mg/ml solução injetável ampola 5ml (vitamina C 500mg );Ácido Ascórbico;100mg/ml;solução injetável;ampola 5ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-0B5112;Ácido Folínico/ Folinato De Cálcio 15mg comprimido;Ácido Folínico/ Folinato De Cálcio;15mg;comprimido;;HPM, HPMS, EMERG, IST, FMC;;oral;ativo
23/09/2026;MAC-BF166E;Ácido Fólico 0,2mg/ml sol oral frasco 30ml;Ácido Fólico;0,2mg/ml;solução;frasco 30ml;HPM, HPMS, EMERG, IST, FM, Dispensário;;;ativo
23/09/2026;MAC-87D5E4;Ácido Fólico 5mg comprimido;Ácido Fólico;5mg;comprimido;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-3C53B3;Ácido Tranexâmico 50mg/ml solução injetável ampola 5ml;Ácido Tranexâmico;50mg/ml;solução injetável;ampola 5ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-730EF6;Ácido Tricloroacético (TCA) 30% - solução aquosa 15ml;Ácido Tricloroacético (TCA);30%;solução;;CEM;;;ativo
